"commentId";"textOriginal";"authorDisplayName";"videoId";"publishedAt"
"Ugx300ECq0JNyt2HhJJ4AaABAg";"这几位是动物园笼子没关住跑出来的吗？";"@kaichang2059";"1YAadTWkMzo";"2025-02-01 07:07:13"
"Ugx301vF3-kp4bZf-OJ4AaABAg";"藍綠都不願柯出來天天黑";"@陳月令";"xPCFjS7DA8M";"2025-01-24 11:15:07"
"Ugx31I0iSbKWyLbSMvV4AaABAg";"國民黨在國會多數台灣就亂成這樣😑讓他們當上總統台灣鐵定完蛋😌";"@台灣-e5p";"KHVD9thPt3A";"2025-02-02 03:18:10"
"Ugx33lpmYC2EXY2GX4x4AaABAg";"蔡英文""你敢動我的馬,我就敢打你的狗!""
要重出江湖了!賴皇啊!前後左右都失火哦!";"@正仰趙";"8aI7yg0_rlQ";"2025-01-24 14:03:53"
"Ugx34zlpkPjS1qpvGWV4AaABAg";"要飯的";"@陳麗英-w9t";"yDoB0cecgVM";"2025-01-31 00:32:18"
"Ugx35HfdTn039U045254AaABAg";"谢谢你们";"@sherryzhou7598";"Q1y6qvHsSG8";"2025-02-01 11:01:55"
"Ugx36EW-ztBLqNBfDG54AaABAg";"盧秀燕妳跟你的子弟兵喊話休兵他們會聽你的嗎？？傅崑萁才是他們的新共主！！";"@jolingyeh1150";"TLuHpUf4y2A";"2025-01-26 12:18:21"
"Ugx3a3OmJArv9sTMJBR4AaABAg";"小粉红：林肯车不禁炸，美国货不行，中国赢麻了";"@amari0702";"DUEudXkno2M";"2025-01-31 08:24:31"
"Ugx3aBpbnNZ7svtSWV54AaABAg";"常看媒體這樣每天對台灣人民洗腦，跟對岸對大陸人每天洗腦有什麼不同，都在做思想控制，什麼時候台灣沈淪到這種地步";"@maxco2421";"1YAadTWkMzo";"2025-02-01 08:28:22"
"Ugx3BxPUpFlpammpaC94AaABAg";"頭殼破空";"@Dee-rm8vp";"Uw5SIAmd524";"2025-01-28 15:48:54"
"Ugx3bxtWVWf3eZGSLBZ4AaABAg";"需要解释一点：韩国方面宣布柯洁是因为不服判罚两目而退赛的，其实是一种混淆视听的说法，根据现场视频，柯洁本局强烈抗议的是封盘流程的不合理。
需要中断比赛时，正规的封盘流程可以参考日本现存的两日制比赛：
甲乙两个棋手对弈，确认要封盘后，棋手甲下出最后一步，并将这步的位置告诉裁判，裁判记录并封存棋盘，停掉计时钟，棋手乙此时不能知道最后一步下在哪里；
封盘结束后，裁判告知棋手乙封盘前最后一步的位置，打开计时钟，比赛继续。
显然，封盘期间，棋手乙不知道甲下在哪里，也就不能利用封盘时间思考。
然而，在本次比赛中，韩方裁判多次不选择立即判罚，而是保留到棋局关键时刻入场打断比赛，同时时机“恰好”都是柯洁刚刚落子之后，相当于让卞相壹知道了封盘前的最后一步，即使判罚不成，也凭空多出了大量思考时间。
可以说，韩国方面在利用争议规则判罚的同时，也利用极不严谨的封盘程序，变相扩大了主场优势。这样的比赛，完全没有公平可言。而赛后公布的所谓“不满判罚退赛论”，更是忽视了自身程序上的不严谨、不合理，暗地里想让柯洁负退赛的主要责任。（转载）";"@刘先生-s3c";"WQnvcFR-zoQ";"2025-01-24 04:05:29"
"Ugx3cesyS0WnkesUqcl4AaABAg";"如做得好，支持都來不及誰想去罷免她！從來到台灣，沒有一個立委穿睡袍上立法院，比中指！不尊重人民付與她的職位，更不尊重自己！當她違背當初的承諾，民主機制，最後只有罷免一途！";"@黃圓頭";"BxbXe_9mR7w";"2025-02-01 11:53:16"
"Ugx3Ci2BeXRQPvY8_nV4AaABAg";"萬般帶不走; 唯有業隨身.";"@leonjkljkl";"jhPRqOIcHQA";"2025-01-26 14:52:08"
"Ugx3CYGHXbruxD2dbSh4AaABAg";"可以理解的因為1450側翼經費不能少需逐年增加再加上今年大罷免需要大量資金.所以公共預算質疑會遭到挪用排擠";"@adf595";"63ktZiZ9VIM";"2025-01-27 04:34:24"
"Ugx3DyB6WalEnymrJ-B4AaABAg";"赢";"@章大雕";"p4A62A8xNVw";"2025-01-30 04:55:44"
"Ugx3eI7xvqbPuGDRH6h4AaABAg";"這種小孩活著就是禍害";"@優質國軍";"DUEudXkno2M";"2025-02-02 04:57:26"
"Ugx3FNiG5i53UUfxz-J4AaABAg";"她說很辛苦，讓她休息個夠";"@李宗龍-w2e";"hO2NG2ZZb48";"2025-02-01 09:11:23"
"Ugx3FZxbCH7khW7WoSx4AaABAg";"541太健康於民不利";"@mummyg7g";"hO2NG2ZZb48";"2025-02-01 09:31:11"
"Ugx3H4_jMCQNALWdQWJ4AaABAg";"胡說八道";"@michaelwu4486";"9LZLW1lYuH4";"2025-01-27 20:55:58"
"Ugx3H9_DD2RJhdPYZ5R4AaABAg";"「政府喉嚨被壓著」，拿掉赖清德蘭就好了";"@eddie3b8";"-zX-hd4Y5Lg";"2025-01-25 10:16:22"
"Ugx3hTZIEtlA_EMeFHF4AaABAg";"罷掉挺藍的台灣企業，車子手機，汽油，塑膠五金，食品，餐飲，旅遊景點，營建金融.....不消費讓它們倒，要死大家一起死吃大鍋飯吧！";"@rock-ri5gt";"8MvLUQ6mItg";"2025-02-01 12:52:41"
"Ugx3HwMcg9GTYJfP_ed4AaABAg";"巧遇？我聽你在放屁。";"@黄崑龍";"4uC-aIHAPNU";"2025-01-30 14:59:09"
"Ugx3iOK2T5KAhC_2Qph4AaABAg";"雙標為什麼?賴清德權力介入司法，你相信嗎?LP想就知道。";"@阿草-f9t";"nll7UBHfDY0";"2025-01-28 19:36:31"
"Ugx3JDM3MgYucCoQRiJ4AaABAg";"打不过就加入";"@keyin3132";"waoCZ0QMNks";"2025-02-01 10:17:28"
"Ugx3KAPd105U_FXvwM14AaABAg";"神明應是無所不知。祂難道不知道信徒的心意嗎？所謂的心誠則靈。何必給祂財富才能顯明你對祂的信心呢？心存善念以行之才是獻給神明最好的禮物。";"@johnhsu4771";"ESIzJY_bN5k";"2025-02-01 19:27:05"
"Ugx3kOTJ-Uc0P_x9jOZ4AaABAg";"霸免不稱職和賣台國民黨立委";"@stevechen329";"UiRYC-ZtUs0";"2025-01-26 03:13:01"
"Ugx3krDComxTmEELOU54AaABAg";"卓榮泰怎麼這麼爛，我看他可以下台了";"@芳蘭-x5n";"3RnS1xisw00";"2025-01-27 14:49:21"
"Ugx3kwxCqeMA7LzAA_t4AaABAg";"說真的這種變換車道的方式...出事是不意外的，但感覺家屬都在怪後車...";"@陳玉玲-j3h";"yauy-bWTEDM";"2025-01-31 12:00:34"
"Ugx3Ky34iafQrC5qI3d4AaABAg";"青烏可以幫忙弄選票和去打擊對手!";"@alston515";"7VRycB7Iqms";"2025-01-29 05:25:33"
"Ugx3kZlbSIQ0WxOCuG94AaABAg";"無恥之恥 無恥矣！";"@廖健屹";"Uw5SIAmd524";"2025-01-28 03:28:28"
"Ugx3KzVGiwBi_N_9FOl4AaABAg";"游淑慧：請別隨便說一定有問題，請仔細論述出到底哪一點有問題。政治獻金你們國民黨怎麼收的，先說吧~不然到底要怎麼收，要說~你放心給我獻金我選上給官位給好處才叫正常嗎？邏輯有問題，只想餡人於罪，論述這樣淺薄";"@富越國際不動產";"nll7UBHfDY0";"2025-01-29 06:18:35"
"Ugx3Ll_AciZJuNW-tGZ4AaABAg";"台湾人可千万别被这类节目洗脑了，然后跑到街上喊修宪。那就正中阿翠下怀了，自己几斤人家几两可是要知道的。";"@颜祖-q8i";"1YAadTWkMzo";"2025-02-01 03:34:28"
"Ugx3lu-_Nn9V3MxiMHR4AaABAg";"Good get out";"@chingtan615";"BmDtkv9MqoU";"2025-02-02 04:40:43"
"Ugx3of9AicEekAq_58N4AaABAg";"藍黑衣服是北所外出服";"@ThePremacy0714";"xPCFjS7DA8M";"2025-01-25 12:41:03"
"Ugx3oX_OT61n62E0gbN4AaABAg";"建议解放军琐定台湾十个目标，发射十颗东风17。测试一下台湾到底能不能拦截?于大将军我就信你😂";"@赖汪汪-w2p";"BVKp9MgFThI";"2025-01-31 13:46:35"
"Ugx3P6SSq6tDdNuyYcp4AaABAg";"私はもうこの人を信じていません。これは台湾ロビイストの隠れ蓑です。";"@steerpike2010";"CnOe4s3y6DM";"2025-01-31 09:58:49"
"Ugx3pbdqB4ZJRpJYSNh4AaABAg";"真的是三粒";"@tvtv5978";"48BEFXt1Mks";"2025-02-01 09:18:00"
"Ugx3pIh9xeteCTG8nd94AaABAg";"先把事做好。 不是在這裡急著反駁別人。  自己到底投了啥法案這種事更重要啦";"@月之海-m6d";"jhPRqOIcHQA";"2025-01-27 23:45:59"
"Ugx3PjX-PlHIWqCtYxt4AaABAg";"美國要整碗拿走了😂";"@林小群-g5z";"HfuayeaSGi4";"2025-01-29 05:56:21"
"Ugx3qHvbpQ5omzEBpfF4AaABAg";"瓜哥不是民视的吗？";"@LeeWengHong";"T7YAKbtSS98";"2025-02-01 04:09:23"
"Ugx3qUxoy389pQauJkx4AaABAg";"蟾蜍怎么不评价一下他们美国爸爸的飞机为啥这么容易摔吗";"@luliu3395";"dr4pS62FdwM";"2025-02-01 09:48:37"
"Ugx3rgOSdRYgGmRivRN4AaABAg";"祝大家春节愉快";"@aceviewwood";"7M6nILu6x80";"2025-01-29 06:09:56"
"Ugx3RHFDgSeerRT0B314AaABAg";"因為黃少祺、江宏恩、陳冠霖、高世賢他們幾個都是長輩！就像鄒承恩、珍妮華千涵、黃圓元、黃玉榮、四眼顧成、柯廷恩、夏詩涵茵芙他們幾個是晚輩小孩年輕人";"@LeeYoChang-p8g";"h6Iq16pXTKg";"2025-02-01 09:07:25"
"Ugx3rHH0IYY23J0qpjt4AaABAg";"賴清德政客 你真窩囊！";"@張大豪-j5z";"3RnS1xisw00";"2025-01-26 03:49:37"
"Ugx3rLp2Xs8C_ryfLQB4AaABAg";"真懷疑
這個網站
有中資黑手深入
洗腦台灣民眾
支持民眾黨國民黨";"@黃政勇-i9z";"8aI7yg0_rlQ";"2025-01-24 22:26:25"
"Ugx3RPMYqBwtiWZ8dbx4AaABAg";"版大：

罷免會成功嗎？

答：
有的會成功，有的會失敗！
毛病源頭---------呆胞的決心不夠強！中等偏弱！
因為平常「完全消極」+「消極不作為」，導致很多事情，差點成功，結局卻是失敗的！";"@張哲綦";"7M6nILu6x80";"2025-01-29 08:19:20"
"Ugx3scz0iwEWxLUIFqt4AaABAg";"恭喜你🎉🎉
祝福你生意興隆賺大錢❤";"@chenyuan0306";"URY3fcLLIHs";"2025-01-21 10:15:04"
"Ugx3SgjO6hZZM7XQukt4AaABAg";"一群蟾蜍😂";"@zshh1581";"4uC-aIHAPNU";"2025-01-30 23:51:05"
"Ugx3sRe8CYU9h3r4-At4AaABAg";"團結哦！站出來";"@徐兆英-t6c";"5ji5n2WrwxU";"2025-01-27 06:57:48"
"Ugx3T_-NmLBuyAdAEoZ4AaABAg";"很抱歉、你是中國人我們不是同胞、我們是台灣人、好好當你的中國人😊";"@游進生-k4v";"8x5lKQsXbwU";"2025-02-01 15:47:50"
"Ugx3t1F28nWILsm4WEp4AaABAg";"就喜欢三立这幅桀骜不驯的样子。";"@耀孙-t8g";"waoCZ0QMNks";"2025-02-02 01:05:13"
"Ugx3U63Z7zBoVGxcF3h4AaABAg";"整天亂台的立委，多要拉下";"@江長煥";"daRUPqQV6og";"2025-01-30 11:30:20"
"Ugx3ugHT5f1jTTZoLG14AaABAg";"川普就是大嘴巴，没事，美国最后会对台湾服软的";"@陈好-n1c";"HfuayeaSGi4";"2025-01-29 04:40:33"
"Ugx3vIr7eYIty71Vi1V4AaABAg";"你們不會做 就滾下來!!!
我來!!!";"@jojo12457";"3RnS1xisw00";"2025-01-24 02:50:56"
"Ugx3vx7L9-kbCpgym8N4AaABAg";"民進黨官商勾結到選舉就粘在一起";"@liaokaren7806";"zYVi-Qopv6k";"2025-02-01 11:23:53"
"Ugx3wD-GIn8rJ2TDzP94AaABAg";"中天如果是中國在台的新聞傳播者，那真的可惜，無形的舞刀動槍，口出無形壓破，種種都是粗糙的戰略何年何月才可統一啊！";"@張張-j5x";"8aI7yg0_rlQ";"2025-01-24 22:39:50"
"Ugx3wHbX2YF1JUYdzTJ4AaABAg";"去年投票跟她握手，手非常暖😆";"@johnnyyang7362";"4uC-aIHAPNU";"2025-01-31 05:56:08"
"Ugx3wI78Yu0Tz4BGtnF4AaABAg";"正确的做法应该是封手，就是继续计时，但是要把下棋的位置写在纸上，交给裁判，写好这一步棋再暂停，然后对方就看不到这一步棋，这样对双方都公平，等暂停结束，裁判来下这一步棋。游戏继续。现在是暂停计时不封手，暂停多久就可以思考多久，很明显的偏袒";"@lao.l5880";"WQnvcFR-zoQ";"2025-01-25 10:00:46"
"Ugx3wM5nlP3hf31-__p4AaABAg";"于210退役，原来是怕死。有M1A2T坦克，于大将军就胆大如牛？不用和共军进攻比逃命速度？";"@qintinli7909";"Ch0YHgCbAbQ";"2025-01-31 00:30:18"
"Ugx3wt69TF_pdiYZWHh4AaABAg";"過年🧨特別節目就是要短劇才對味啊👍短劇好好笑😂瓜哥、亞蘭姐、董哥、舜哥、澎哥這組合太狂了，之前舜哥跟澎哥都在三立、瓜哥都在民視";"@tp66618";"T7YAKbtSS98";"2025-02-02 06:52:44"
"Ugx3xp4hOVs8zHWhlbZ4AaABAg";"快拉倒吧，现在哪家不是互相蒸馏";"@aigangge";"p4A62A8xNVw";"2025-01-30 03:02:29"
"Ugx3zdopR_jP9fjUq354AaABAg";"加油得跪著？？
應該是沒碰到痕人吧！😂😂";"@劉布諸";"CV2F9iC1Pkg";"2025-02-02 04:49:46"
"Ugx3ZpkiwjHSSBFXQDV4AaABAg";"不當票源？ 聽說立院有歹份子在做強盜集團養選票？ 汐止分局某黃姓警察是強盜集團成員？ 偷裝監視器侵民宅跟蹤謀財害命？ 基隆高中金老師也是許多受害證人之一？";"@miS-ty2sk";"BIQTos2tg-E";"2025-01-29 00:05:12"
"Ugx4_y7OnTook5ABWK54AaABAg";"金條動畫的劇情";"@蛀牙怪人鱷魚先生";"DUEudXkno2M";"2025-01-31 09:11:22"
"Ugx401dqPf08sqhiJip4AaABAg";"沒看內文就表決~這種爛黨意立委罷掉剛剛好而已!";"@KennyFu";"jhPRqOIcHQA";"2025-01-27 09:26:29"
"Ugx412QFoAeMPLbVNeJ4AaABAg";"很讚的節目";"@haveibutifo";"Z46j9VWrNtU";"2025-02-01 17:21:04"
"Ugx41hF4hUxH0gpdyM54AaABAg";"蔣市長 12強棒球冠軍也讓你蹭了！ 冠軍球員沒有一個是台北市籍的 你也硬要發獎金
請問台北大巨蛋漏水狀況到底要怎麼處理 請給一個交代";"@a04171021";"lf5mc3tGUJs";"2025-02-02 05:59:26"
"Ugx41j17kJ1keXO_U6N4AaABAg";"年前已經寄到專用信箱了，就算沒霸掉，讓她要再花錢宣傳掃街拜票我也爽，別想這麼好過日.....。";"@brucelin3835";"daRUPqQV6og";"2025-01-30 15:44:11"
"Ugx41RZvn7vxeGSlObJ4AaABAg";"故意的";"@oneli8492";"WQnvcFR-zoQ";"2025-01-25 19:21:08"
"Ugx42-veF8Z6lUTvL254AaABAg";"好聰明的一群人喔！看了以後覺得臺灣三立真棒，讓臺灣人民的自尊上了一個台階，生活在井中真好，真幸福快樂。";"@Chase-hi8jl";"1YAadTWkMzo";"2025-02-01 00:24:55"
"Ugx42LSQvZMLzTQuuEV4AaABAg";"三笠这标题是要指控新加坡政府违反美国禁令吗？";"@dongqiangdong457";"waoCZ0QMNks";"2025-02-01 04:22:19"
"Ugx42Z4JgKk_wvhu4rl4AaABAg";"一堆無腦者
看不到事情的真相";"@蔣毛毛";"0Am-j_nAh9A";"2025-01-26 11:46:57"
"Ugx43lYRil1hsmL8Rj54AaABAg";"呆湾的护国神山没了！";"@素予";"R59sQ_3X40U";"2025-01-29 07:42:34"
"Ugx43QHYzxUJe1oRK014AaABAg";"沒錢請官先別領錢不要來上班錢給下屬就好";"@bby9985";"63ktZiZ9VIM";"2025-01-26 23:55:28"
"Ugx43QmKNdtGzhIXxb14AaABAg";"是否孤老不在於子女多寡!而是你有多少錢.....你若有足夠多的錢(到處都是你的傭人司機)!!!
你若沒錢還負債累累....就算有再多子女....恐怕也都敬而遠之!!!";"@JET2691";"o5nacL1RNa8";"2025-02-01 17:23:47"
"Ugx46aMlN8gJ8xf6jrx4AaABAg";"賴士葆如果沒上字搞 我真的她媽不知道他在公三小 沙啞成這樣還不好好養老";"@redyf6194";"5ji5n2WrwxU";"2025-01-27 16:54:25"
"Ugx47dP6RxEpZdQGOmZ4AaABAg";"胡説八道的行政高官，還不知道反省自做自孽搞出來的，應該要刪的ㄧ毛都不留，無能就下臺換黨執政鬼叫，羞恥油水肥慣了受不了！";"@謝廷妹-d9p";"3RnS1xisw00";"2025-01-26 12:29:39"
"Ugx47I7Tf7lyk1viLUh4AaABAg";"如果上賭桌30分鐘終不知道誰是傻瓜那你就是傻瓜";"@廖啟隆-b3q";"jhPRqOIcHQA";"2025-01-27 14:11:35"
"Ugx489EoNEzExVHIdM14AaABAg";"－定要罷免葉元之！";"@roberhsieh5041";"Uw5SIAmd524";"2025-01-28 10:34:02"
"Ugx48eIlJ9cK2-gI0vZ4AaABAg";"這種破政府，民進黨竟然優先犧牲百姓的權益、生命， 下台吧";"@carlchi8383";"ehbYkwj8qN0";"2025-01-29 09:00:44"
"Ugx49J_fapgT4PhhDMF4AaABAg";"你們的DeepSeek其實應該叫DeepShit才對，因為無論中國人推出什麼鬼東西都撐不了多久，我們一定要把你們打到哭出來，我們等美國指令。";"@idlm-gn9eb";"ceYlPWI7dqw";"2025-02-01 01:10:22"
"Ugx49niLm8dk3nWVQnZ4AaABAg";"民進黨政府年年加碼將台灣納稅人的”錢進美國‘’，連川普國防部次長揚言，必要時把民進黨護國神山 - 台積電炸毀。民進黨政府至今連屁都不敢放一聲。此做為猶如紅街女郎自套腰包給嫖客爽，還要謝恩ㄧ樣。";"@鏡楨彭";"Xl0IRrnmbIw";"2025-01-31 07:07:01"
"Ugx4BPdZ1mrLbekbtdN4AaABAg";"没绷住又大外宣上了，这么说吧，国内开始吹的时候，国外各种电视台已经疯狂炒作了，然后才是轮到国内，有病吧，国外吹得比国内狠多了";"@ooo9293";"waoCZ0QMNks";"2025-02-01 09:50:00"
"Ugx4CaOsgwVo55aRTW94AaABAg";"🐉🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🐉台灣國政府及全國台灣人馬上消滅(🇹🇼台灣國中共國民黨🇹🇼)(🇹🇼台灣國中共民衆黨🇹🇼),台灣國人才會有自由民主人権和平安全的日子｡";"@龍嘉雄";"1-K1dVyrBrA";"2025-01-28 00:21:40"
"Ugx4D_MG1FzC75ca8b94AaABAg";"支持帥大選總統";"@chenjohnlin1346";"Z46j9VWrNtU";"2025-01-29 00:10:40"
"Ugx4EM-ITHzdbDsp1IV4AaABAg";"要跪沒關係，但我先買好神主牌寫上你名字，跟香，及金紙跟燒金紙爐，我準備好這些在跪著拜你";"@劉書君-c1u";"zYjvMA4wXqQ";"2025-02-01 16:56:09"
"Ugx4eSVlqXvX9Y76KTx4AaABAg";"台灣智障多到你會怕";"@tahitiborabora-ry7by";"-zX-hd4Y5Lg";"2025-01-25 02:01:07"
"Ugx4eTQvqmjVaLjT1A14AaABAg";"我剛剛才看完羅蘭的影片,台灣好像沒看過公關店,乾脆在台灣剛一間吧,你就是變態店長了,跟黑崎店長一樣創造奇蹟吧.";"@linkuni";"URY3fcLLIHs";"2025-01-21 12:54:30"
"Ugx4fDgsSAmkK3tJtxF4AaABAg";"南沙和西沙都是美軍打回來的！";"@dhvgjhcf5436";"05NKjlrWSFc";"2025-01-29 13:13:10"
"Ugx4FjiCNzY7IORPF054AaABAg";"韓院長真不虧為國為民在著想。
或許，認真思考一下，真的是不該搞罷免誰？推罷免誰？真正的癥結是在側翼，做亂的是側翼，砍掉手、腳，腦再聰明、有能力，也是會被局限住，不實的謠言、報導也才能平息，人民也才能擁有、得到正確的消息。
感謝韓院長的一番話，讓我可以重新思考事情的重點及方向。";"@黃文正-e7v";"W76Z340BSfQ";"2025-02-02 03:38:03"
"Ugx4H7F_8ohoG8Cz-H94AaABAg";"提告，內政部警政署快查辦";"@jovenshen4320";"lf5mc3tGUJs";"2025-02-02 07:03:16"
"Ugx4HKd32fhLukcg1xN4AaABAg";"國民黨立委做狗匪走狗，全部罷掉讚";"@正傳-z9i";"5lSxlj_mF5E";"2025-02-01 11:54:15"
"Ugx4ib_GI64Z-hQFRSJ4AaABAg";"別忘記 龜縮徐小🐢";"@MrBTBABY";"0Am-j_nAh9A";"2025-01-26 11:57:00"
"Ugx4iDZvzQbEX3QY6_t4AaABAg";"賴先生。要不要先簽放棄競選民意代表？";"@林勇全-k9d";"tqSHP_6qkSk";"2025-02-01 07:27:10"
"Ugx4IrYSJ5cVqYY1bSh4AaABAg";"沒有誰被誰害的，自己會選擇綠營本身就是邪惡的，亮哥不要幫吳思瑤講話";"@costner904";"W76Z340BSfQ";"2025-02-01 02:00:29"
"Ugx4J15xRP2Em6kxpN54AaABAg";"孟婆湯沒喝完？😂";"@fumietei172";"DUEudXkno2M";"2025-02-01 16:16:34"
"Ugx4jW6A7hJaVi0fbxl4AaABAg";"在中國人眼中全球的智慧財產都是全人類共有的。
不愧是剽竊大國，令人佩服。";"@keep_calm_and_carryon";"p11ilNw4GAE";"2025-01-30 11:34:34"
"Ugx4Kb7iMmh-nxwzQBR4AaABAg";"哪個人做事，不會沒有圖利的心思！ 賴巨嬰，選總統，當黨主席，難道就沒有圖利之心嗎？ 貪圖掌握權利，難道不是圖利之心嗎？ 總而言之，“圖利”是罪是滑天下之大稽的說法！！！ 犯罪是有實際行為的表現的！！！";"@MyronLi-rb8de";"nll7UBHfDY0";"2025-01-28 17:04:27"
"Ugx4KO0F9KsL6uCdyQV4AaABAg";"會寫就多寫一點😂";"@pokisun522";"5ji5n2WrwxU";"2025-01-27 06:34:15"
"Ugx4KsEPiIcOlBEVI5l4AaABAg";"綠的先罷掉 台灣才能安寧過日子。台灣不是綠土地喔！";"@張心渝";"9pbjMTORhVg";"2025-01-27 04:52:51"
"Ugx4LBaAUiGize8F1O14AaABAg";"蔡小虎唱的歌很好聽";"@吳家蓉-j9q";"T7YAKbtSS98";"2025-01-31 11:52:38"
"Ugx4LCMT09fNlotDBXN4AaABAg";"6";"@Dawn-51121";"Z3BeIAn1T_0";"2025-01-21 14:22:27"
"Ugx4LRdSmyQRmkyOnZ94AaABAg";"換人執政要將這三立關台。每天只造謠禍害台灣人。";"@abingochen";"tqSHP_6qkSk";"2025-02-01 13:56:30"
"Ugx4n6BwjrJLZtIT0pN4AaABAg";"韓國職場霸凌真的很多，但他們大部分都會被報導出來，有些國家看起來好像沒什麼問題其實只是把問題藏起來罷了😂";"@x985612";"6WRDWxSPN8U";"2025-02-01 15:40:38"
"Ugx4N7c4w2WB9UPswKF4AaABAg";"中國圍棋協會真真垃圾，連三立都比你們硬氣。";"@RobertJones-tv6ez";"WQnvcFR-zoQ";"2025-01-24 07:43:45"
"Ugx4nAQE6IShPgdwOIJ4AaABAg";"孤獨死還是幸福的，沒得住才是難";"@利成萬";"o5nacL1RNa8";"2025-02-01 11:01:11"
"Ugx4NKMnVhsVFhWtfQF4AaABAg";"王婉諭真的很丟臉
搞臭時代力量的人";"@Dioryrocky";"-zX-hd4Y5Lg";"2025-01-25 06:48:49"
"Ugx4NlSd9pzYpEr5yH94AaABAg";"(1) 2020年總預算 2兆0776億元
 (2) 2024年總預算 2兆8818億元
 (3) 2025年總預算 3兆1325億元，就算減了10%，也還有2兆8000億。";"@sally3003";"8aI7yg0_rlQ";"2025-01-24 07:37:27"
"Ugx4nWi2y3LV0BSrIUt4AaABAg";"友友的镜头好少，真着急";"@王瑶-0527";"T7YAKbtSS98";"2025-02-01 13:31:15"
"Ugx4oGzUHgV1ma-8qQR4AaABAg";"罷免葉元之";"@許啓堂";"jhPRqOIcHQA";"2025-01-26 06:22:50"
"Ugx4orHwtgLOxjzPDPx4AaABAg";"6";"@林培富-u9k";"Z3BeIAn1T_0";"2025-01-21 08:00:09"
"Ugx4p3kaIWgtkY0KSY14AaABAg";"就是不知道這個導演的爺爺如果在天之靈，看到自己孫子這樣醜化一個愛國人士，會不會氣到從墳墓裡爬起來呢？";"@陳明華-p4m";"v9gGtTV9z3E";"2025-01-30 03:07:08"
"Ugx4qr6KR7lVwpK08kB4AaABAg";"對不做事，要還人做讓他們把預算所有案件刪光光，大家一起沒福利";"@陳湘霖-r8x";"9pbjMTORhVg";"2025-01-30 10:11:25"
"Ugx4rCY_y99xHoSGwV14AaABAg";"台灣人要團結罷免國民黨立委";"@a0919918711";"JpaoMgeBHHs";"2025-01-29 03:35:53"
"Ugx4S-bj2pbL_xpovPJ4AaABAg";"現在的中國國民黨只有一個任務搞死台灣";"@chilin4547";"lf5mc3tGUJs";"2025-02-02 02:37:30"
"Ugx4s9h_V4zK-FTVmAh4AaABAg";"睜眼說瞎話絕對會被罷免";"@王彩鳳-k1s";"Uw5SIAmd524";"2025-01-28 08:32:32"
"Ugx4syhKytADMKiaw-d4AaABAg";"666，韩棒子";"@偷乐哥";"WQnvcFR-zoQ";"2025-01-24 03:38:45"
"Ugx4udfKIeUe_Uou1Vx4AaABAg";"矢板兄應該是在春節期間又吃胖了。。。建議每天跑步。。。";"@billybilly1739";"7M6nILu6x80";"2025-01-31 11:22:44"
"Ugx4USgtJCUr2FVVpJx4AaABAg";"現在的執政黨的愚民政策就是「花你的💰、洗你的腦」；完全扭曲歷史事實的事件，被拆穿後才說是虛構的🤷，這樣的素質在任何國家都會被唾棄，為何這種黨營媒體被具爭議性的預算不該被刪？";"@youngeric4463";"v9gGtTV9z3E";"2025-01-30 03:24:24"
"Ugx4wtGynxln88iGMj94AaABAg";"1.合理質疑~“We Care高雄”拿了許多民進黨執政的好處，所以，樂意經常出來當民進黨的打手/側異！
2.韓國瑜才剛當選高雄市長，沒一會兒就出來高倡「罷韓」......充分地顯示：
>毫無民主素養！
>民進黨的齷齪事太多，尤其是在高雄陳菊任內，害怕被韓市長給挖出來！非得盡速除掉肉中刺/眼中釘！
>民進黨執政豢養的側翼很多，“We Care高雄”只是眾多中的一個，“造謠”是牠的專長，沒事就黑韓，說是草包。實際上，真正的草包是民進黨~執政無能+政績靠吹牛、椪風、大內宣+護台灣靠說謊/大陸機艦繞台時則噤若寒蟬/每次都說嚴密監控中，毫無積極地作為+對論是非，給執政當局的良善建議則視為異音，扣紅帽子......連許多民進黨的大佬都公開批評「現在的民進黨不是剛創立時的民進黨，已經淪落到這種地步....」
3.經長期的觀察，凡是盲目的力挺民進黨的人/媒體，不分是非，可以說是蠢民，或者拿錢幫執政當局擦脂抹粉，毫無在野監督政府的民主精神！很容易分辨。因此，真相/正確的方向就是對其報導、表達的訴求~反向思考，才是真。因為牠們習慣造謠、說謊、抹黑、栽贓、嫁禍/打擊他人！
4.民進黨執政十分齷齪，真相逐漸地被年輕人看清楚，所以，賴清德的得票率才會是40%的少數總統。相信民進黨未來的選舉的得票率會更低~因為牠們不知道反省，只會搞內鬥、只會說謊騙選票！請大家別再被詐騙集團騙了，好嗎？「We Care高雄」~就是詐騙集團之一，把韓國瑜說的那麼壞，其實，韓國瑜是超級棒的人民父母官啊，請問大家：“We Care高雄~說謊”有遭到懲罰嗎？沒有啊=詐騙集團橫行！
5.結論是：凡是民進黨的支持者（綠媒、1450、2700...）所打擊的對象=值得我們擁護/力挺到底的對象，反之，其支持的對象=我們必需唾棄/攻擊的目標（如罷免綠委、支持在野黨的立委）。";"@林秉承-n2o";"-zX-hd4Y5Lg";"2025-01-28 11:33:42"
"Ugx4xt7VDwUkrxsLIJt4AaABAg";"這場參與不是笨就是呆，成了害國大幫凶。";"@為國安民樂道";"-zX-hd4Y5Lg";"2025-01-25 07:02:08"
